Cleaned Semester Data,,,,,,,,,,,,
,,,,,,,,,,,,
Subject,Catalog Nbr,Section,Class Nbr,Course Title,Component,Units,Bldg,Room,Days,Time,Instructor,Attributes
EURO,347,1,10265,FASCIST CHALLENGES,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
EURO,433,1,14430,EUROPEAN UNION,Lecture,3,Hamilton Hall,452,TuTh,14:00 - 15:15,"HOOGHE,LIESBET ",
EURO,438,1,10928,UNDIVIDED EUROPE,Lecture,3,Murphey,112,TuTh,12:30 - 13:45,"VACHUDOVA,MILADA A ",
EURO,486,1,14216,MODERN RUSSIAN WOMEN WRITERS ,Lecture,3,Peabody,2080,TuTh,12:30 - 13:45,"LAPUSHIN,RADISLAV ","LA- Literary Arts, BN- Beyond the North Atlantic, IDEA - Aesthetic and Interpretive Analysis, IDEA - Global Understanding and Engagement Combined Section ID: 1367(russ/wgst/euro486.001) - RUSS 486(#14200), WGST 486(#14215)"
EURO,692H,1,5631,HONORS THESIS EUROPEAN STUDIES,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
EURO,692H,2,5632,HONORS THESIS EUROPEAN STUDIES,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
(In Person On Campus Learners),,,,,,,,TBA,,,,
 ,,,,,,,,TBA,,,,
EXSS,20,1,2331,INTERMEDIATE BALLET,Lecture,1,Woollen Gym,B019,TuTh,09:30 - 10:45," Strong III,James Doyce",
EXSS,30,1,2332,ADVANCED BALLET,Lecture,1,Woollen Gym,B019,TuTh,11:00 - 12:15," Strong III,James Doyce",
EXSS,55,1,12647,FYS: SPRT ENG AND HUMAN PERFOR,Lecture,3,Woollen Gym,301,MWF,09:05 - 09:55," PETSCHAUER,MEREDITH A",IDEA - FY - First Year Seminar
EXSS  141,1,2158 PERSONAL HEALTH Lecture 3,    A,,,,,301,,,,
EXSS  175 001,2210 HUMAN ANATOMY,Lecture 3,    A,,,,,301,,,,
EXSS,175,02F,10987,HUMAN ANATOMY,Lecture,3,Woollen Gym,304,TuTh,14:00 - 15:15,,"GR1 PL- Physical and Life Science, IDEA - FY - First Year Launch (Class Section)"
EXSS,180,1,2143,PHYS ACTIVITY CONTEMP SOCIETY,Lecture,3,Fetzer Hall,106,TuTh,09:30 - 10:45,,
EXSS,180,2,2144,PHYS ACTIVITY CONTEMP SOCIETY,Lecture,3,Fetzer Hall,106,TuTh,14:00 - 15:15,"Nedimyer,Aliza Kamman ",
EXSS,180,3,15057,PHYS ACTIVITY CONTEMP SOCIETY,Lecture,3,Woollen Gym,301,TuTh,12:30 - 13:45,"Nedimyer,Aliza Kamman ",
EXSS,181,1,2162,SPORT AND EXERCISE PSYCHOLOGY,Lecture,3,Woollen Gym,304,MWF,09:05 - 09:55," DEFREESE,JONATHAN D",
EXSS  181,2,9608 SPORT AND EXERCISE PSYCHOLOGYLecture 3,,,,,,304,,," DEFREESE,JONATHAN D",
EXSS,181,3,11915,SPORT AND EXERCISE PSYCHOLOGY,Lecture,3,Phillips,247,TuTh,14:00 - 15:15," Beisecker,Ling",
EXSS,206,1,2195,SPORT SKILLS II,Lecture,3,Woollen Gym,303,MWF,11:15 - 13:05,"Norris,Sherry Kinlaw ",
EXSS,220,1,2220,FITNESS MANAGEMENT,Lecture,3,Woollen Gym,302,TuTh,12:30 - 13:45," Schimmelfing,Leon R.",
EXSS,221,1,2215,INTRO TO SPORT ADMIN,Lecture,3,Woollen Gym,303,TuTh,08:00 - 09:15,"McDonnell Jr,Wayne Gerard ",
EXSS,221,2,2216,INTRO TO SPORT ADMIN,Lecture,3,Fetzer Hall,106,TuTh,12:30 - 13:45,"PATTERSON,ANTHONY F ",
EXSS,265,1,9616,FUNDMNTLS OF SPORTS MEDICINE ,Lecture,3,Fetzer Hall,104,TuTh,11:00 - 12:15," Baez,Shelby Elyse",
EXSS,273,1,2196,RESEARCH IN EXSS,Lecture,3,Woollen Gym,304,TuTh,09:30 - 10:45,,"QI- Quantitative Intensive, IDEA - Research and Discovery"
EXSS,273,2,2197,RESEARCH IN EXSS,Lecture,3,Fetzer Hall,104,TuTh,12:30 - 13:45,,"QI- Quantitative Intensive, IDEA - Research and Discovery"
 ,,,,,,,,104,,,,
EXSS,273,3,9617,RESEARCH IN EXSS,Lecture,3,Fetzer Hall,106,TuTh,11:00 - 12:15,"Shields,Edgar W. ","QI- Quantitative Intensive, IDEA - Research and Discovery"
EXSS,273,4,10857,RESEARCH IN EXSS,Lecture,3,Woollen Gym,302,TuTh,15:30 - 16:45,,
EXSS,273,5,14475,RESEARCH IN EXSS,Lecture,3,Woollen Gym,304,TuTh,08:00 - 09:15,"Kerr,Zachary Yukio ","QI- Quantitative Intensive, IDEA - Research and Discovery"
 ,,,,,,,,304,,,,
EXSS,275L,402,2200,HUMAN ANATOMY LAB,Lab,1,TBA,TBA,W,08:00 - 09:50," Powell,Jacob Robert",
EXSS  276,1,2221 HUMAN PHYSIOLOGY Lecture 3,    A,,,,,TBA,,,,
EXSS,288,1,2163,EMERGENCY CARE,Lecture,3,Woollen Gym,301,MWF,08:00 - 08:50,"Bjornsen,Elizabeth Sarah ",
EXSS,288,2,2164,EMERGENCY CARE,Lecture,3,Woollen Gym,301,MWF,12:20 - 13:10,"Chaaban,Courtney Ross ",
EXSS,288,3,2165,EMERGENCY CARE,Lecture,3,Woollen Gym,301,TuTh,08:00 - 09:15,"Ingram,Brittany Marie ",
EXSS,288,4,3731,EMERGENCY CARE,Lecture,3,Woollen Gym,301,TuTh,09:30 - 10:45,"Nilius,Alexandra Elizabeth ",
(Remote Only - Mostly Async),,,,,,,,301,,,,
EXSS,322,1,5756,FNDMNTLS SPT MARKETING,Lecture,3,Fetzer Hall,109,TuTh,08:00 - 09:15,"LaBennett,Lindsay ",
EXSS,323,1,2217,SPT FAC & EVENT MGMT,Lecture,3,Woollen Gym,304,MWF,12:20 - 13:10,"PATTERSON,ANTHONY F ",
EXSS,324,1,3422,FINANC ECON OF SPORT,Lecture,3,Woollen Gym,303,TuTh,12:30 - 13:45,"McDonnell Jr,Wayne Gerard ",
EXSS,326,1,2218,LEGAL ASPECTS OF SPORT,Lecture,3,Fetzer Hall,109,TuTh,11:00 - 12:15,"OSBORNE,BARBARA J ",
EXSS,327,1,12651,PREDICTIVE ANALYTICS IN SPORT,Lecture,3,Fetzer Hall,104,MW,10:30 - 11:45,"Jensen,Jonathan Arthur ","E6- Mentored Research, IDEA - Research and Discovery"
EXSS,360,1,2222,SPORTS NUTRITION,Lecture,3,Woollen Gym,303,TuTh,09:30 - 10:45,"Ryan,ABBIE E ",
EXSS,366,1,10838,FNDS OF SPORTS MED REHAB,Lecture,3,Woollen Gym,302,TuTh,09:30 - 10:45,"Mihalik,Johna K. ",
(In Person On Campus Learners),,,,,,,,302,,,,
EXSS,376,3,9618,PHYSIOL HUMAN PERF,Lecture,3,Fetzer Hall,109,MW,12:20 - 13:10,"Hackney,Anthony Carl ",
EXSS,376,401,2225,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,M,13:25 - 15:15," Pomeroy,Alexander N",
EXSS,376,402,2226,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,M,13:25 - 15:15," Pomeroy,Alexander N",
EXSS,376,403,2227,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,M,15:35 - 17:25," Pomeroy,Alexander N",
EXSS,376,404,2228,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,M,15:35 - 17:25," Pomeroy,Alexander N",
EXSS,376,405,3805,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,Tu,13:25 - 15:15," Moore,Samantha Ray",
EXSS,376,406,3806,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,Tu,13:25 - 15:15," Moore,Samantha Ray",
EXSS,376,407,3807,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,Tu,15:35 - 17:25," Moore,Samantha Ray",
EXSS,376,408,3808,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,Tu,15:35 - 17:25,"Moore,Samantha Ray ",
EXSS,376,409,4027,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,Th,13:25 - 15:15,"Pomeroy,Alexander N ",
EXSS,376,410,4028,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,Th,13:25 - 15:15,"Pomeroy,Alexander N ",
EXSS,376,411,4302,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,F,13:25 - 15:15," Diana,Jake Christopher",
EXSS,376,412,9619,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,F,13:25 - 15:15," Diana,Jake Christopher",
(In Person On Campus Learners),,,,,,,,TBA,,,,
EXSS,376,414,9621,PHYSIOL HUMAN PERF,Lab,0,TBA,TBA,F,15:35 - 17:25,"Diana,Jake Christopher ",
EXSS,380,1,2201,NEUROMUSC CONTROL/LEARNING,Lecture,3,Fetzer Hall,106,TuTh,08:00 - 09:15,,
EXSS,380,2,3732,NEUROMUSC CONTROL/LEARNING,Lecture,3,Fetzer Hall,104,TuTh,09:30 - 10:45,"Blackburn,Jonathan T. ",
EXSS,385,1,2211,BIOMECHAN OF SPORT,Lecture,3,Woollen Gym,303,MWF,09:05 - 09:55,,
EXSS,385,2,2212,BIOMECHAN OF SPORT,Lecture,3,Woollen Gym,303,MWF,10:10 - 11:00,"Goerger,Benjamin McMillen ",
EXSS,393,1,12654,SPORTS MEDICINE CLINICAL,Clinical,1 - 3,TBA,TBA,TBA,TBA," WALKER,NINA","GR1 E4- Field Work, IDEA - High-Impact: Internship"
EXSS  393,2,15840 SPORTS MEDICINE CLINICAL,Clinical,1/3/2023, ,A,,TBA,,," WALKER,NINA","GR1 E4- Field Work, IDEA - High-Impact: Internship"
EXSS,395,22,4445,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"PADUA,DARIN A ","E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
EXSS,395,33,4427,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Blackburn,Jonathan T. ",
EXSS,395,34,5346,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"PETSCHAUER,MEREDITH A ",
EXSS,395,41,5341,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"RYAN,ERIC D ",
EXSS,395,42,5306,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,,
EXSS,395,43,4906,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Ryan,ABBIE E ",
EXSS,395,44,4902,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,,"GR1 E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
EXSS,395,45,4903,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"PIETROSIMONE,BRIAN G ",
EXSS,395,46,4971,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Kucera,Kristen L. ","E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
EXSS,395,49,5343,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Wikstrom,Erik A. ",
EXSS,395,50,4905,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Kerr,Zachary Yukio ",
EXSS,395,52,4907,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Jensen,Jonathan Arthur ",
EXSS,395,53,4922,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,,
EXSS,395,54,5307,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"DEFREESE,JONATHAN D ",
EXSS,395,55,5704,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Kiefer,Adam C. ",
EXSS,395,56,10528,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Smith,Danielle Marie Kushner ",
EXSS,395,57,10577,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Ondrak,Kristin Sutika ",
EXSS  395,62,15760 UNDERGRADUATE RESEARCH COURSELecture,1 - 3     A,,,,,TBA,,,,"GR1 E6- Mentored Research, IDEA - Research and Discovery, Research Intensive, Research Intensive"
EXSS,395,63,15816,UNDERGRADUATE RESEARCH COURSE,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Courtney,Jimikaye Beck ",
EXSS,396,22,4743,IND STUDIES IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"PADUA,DARIN A ",
EXSS,396,45,4742,IND STUDIES IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,,
EXSS,396,49,10613,IND STUDIES IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Wikstrom,Erik A. ",
EXSS,396,54,6138,IND STUDIES IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"DEFREESE,JONATHAN D ",
EXSS,396,61,14938,IND STUDIES IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Norris,Sherry Kinlaw ",
EXSS,408,1,2230,STRENGTH TRAINING THEORY,Lecture,3,Woollen Gym,301,TuTh,11:00 - 12:15," Aguilar,Alain J.",
(In Person On Campus Learners),,,,,,,,301,,,,
EXSS,410,1,4521,EXERCISE TESTING PRESCRIPTION,Lecture,4,Woollen Gym,302,MW,09:05 - 10:20,"RYAN,ERIC D ",
 ,,,,,,,,302,,,,
EXSS,410,401,4522,EXERCISE TESTING PRESCRIPTION,Lab,4,TBA,TBA,W,13:50 - 15:20,"Buoncristiani,Nicholas ",
EXSS,410,402,4523,EXERCISE TESTING PRESCRIPTION,Lab,4,TBA,TBA,W,15:30 - 17:00,"Buoncristiani,Nicholas ",
(In Person On Campus Learners),,,,,,,,TBA,,,,
EXSS,479,1,3725,PERF ENHANCE HEALTH PRO,Lecture,1,Woollen Gym,301,W,10:10 - 11:10,"Aguilar,Alain J. ",
EXSS,493,1,4524,FIELD EXPERIENCE SPORT ADMIN ,Lecture,3,TBA,TBA,TBA,TBA,"Smith,Danielle Marie Kushner ","E2- Academic Internship, IDEA - High-Impact: Internship"
EXSS,493,2,11913,FIELD EXPERIENCE SPORT ADMIN ,Lecture,3,TBA,TBA,TBA,TBA,"Smith,Danielle Marie Kushner ","E2- Academic Internship, IDEA - High-Impact: Internship"
(In Person On Campus Learners),,,,,,,,TBA,,,,
EXSS  593,1,2229 PRACTICUM IN FITNESS,Lecture 1 - 9     A,,,,,TBA,,," Aguilar,Alain J.","GR1 E2- Academic Internship, IDEA - High-Impact: Internship"
EXSS,693H,1,4389,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"BATTAGLINI,CLAUDIO L ",
EXSS,693H,32,12206,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"BATTAGLINI,CLAUDIO L ","E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
EXSS,694H,10,15680,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"Shields,Edgar W. ",
EXSS,694H,15,4543,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"PRENTICE Jr,WILLIAM E ",
EXSS,694H,22,4540,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"PADUA,DARIN A ",
EXSS,694H,32,5652,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"BATTAGLINI,CLAUDIO L ",
(In Person On Campus Learners),,,,,,,,TBA,,,,
EXSS,694H,34,15676,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"PETSCHAUER,MEREDITH A ",
EXSS,694H,40,4539,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"Mihalik,Jason Peter ",
EXSS,694H,41,6112,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"RYAN,ERIC D ",
 ,,,,,,,,TBA,,,,"GR1 E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
EXSS,694H,43,5651,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"Ryan,ABBIE E ",
EXSS,694H,44,4909,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,,"GR1 E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
EXSS,694H,45,4541,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"PIETROSIMONE,BRIAN G ",
EXSS,694H,47,4542,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"POPP,NELS ",
(In Person On Campus Learners),,,,,,,,TBA,,,,
EXSS,694H,49,5337,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"Wikstrom,Erik A. ",
EXSS,694H,50,4538,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"Kerr,Zachary Yukio ",
EXSS,694H,53,5650,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"Stoner,Lee ",
(In Person On Campus Learners),,,,,,,,TBA,,,,
EXSS,694H,55,12128,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"Kiefer,Adam C. ",
EXSS,694H,57,15046,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"Ondrak,Kristin Sutika ",
EXSS,694H,60,15010,SENIOR HONORS THESIS,Lecture,3,TBA,TBA,TBA,TBA,"Blue,Malia Nikole Melvin ",
 ,,,,,,,,TBA,,,,
EXSS,705,2,9622,RESEARCH DESIGN & METHODS,Lecture,1 - 3,Fetzer Hall,104,F,09:05 - 10:20," Courtney,Jimikaye Beck",
EXSS,705,3,9623,RESEARCH DESIGN & METHODS,Lecture,1 - 3,Fetzer Hall,104,Tu,08:00 - 09:15," PADUA,DARIN A",
EXSS,705,4,9624,RESEARCH DESIGN & METHODS,Lecture,1 - 3,Woollen Gym,302,Th,08:00 - 09:15,"Stoner,Lee ",
EXSS,705,5,9626,RESEARCH DESIGN & METHODS,Lecture,1 - 3,Woollen Gym,304,Tu,11:00 - 12:15," WEIGHT,ERIANNE ALLEN",
(In Person On Campus Learners),,,,,,,,304,,,,
EXSS,739,1,2214,PRACT ATHL TRAIN,Lecture,3,TBA,TBA,TBA,TBA," PRENTICE Jr,WILLIAM E",
EXSS,744,1,12649,SPORT MARKETING,Lecture,3,Woollen Gym,302,MW,10:30 - 11:45," Smith,Danielle Marie Kushner",
EXSS,746,1,9639,ECON & FINANCE OF SPORT,Lecture,3,Woollen Gym,302,MW,12:30 - 13:45," Bates,Bradley James",
EXSS,749,1,2219,NCAA GOV & COMPLIANCE,Lecture,3,Woollen Gym,304,TuTh,12:30 - 13:45," OSBORNE,BARBARA J",
(In Person On Campus Learners),,,,,,,,304,,,,
EXSS,781,1,12648,CLIN EXER PRESCR & TEST,Lecture,2 - 3,Woollen Gym,302,TuTh,11:00 - 12:15,"Stoner,Lee ",
EXSS,784,1,12650,ADV TOPICS IN EX PHYS,Lecture,3,Woollen Gym,302,TuTh,14:00 - 15:15,"Hackney,Anthony Carl ",
EXSS,789,1,4737,PRACT EX PHYS,Lecture,3 - 4,TBA,TBA,TBA,TBA,"BATTAGLINI,CLAUDIO L ",
EXSS,890,22,4831,SPECIAL TOPICS IN EXSS,Lecture,1 - 3,,TBA,,,,
EXSS,890,40,4837,SPECIAL TOPICS IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Mihalik,Jason Peter ",
EXSS,890,44,4830,SPECIAL TOPICS IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,,
EXSS,990,21,4410,RESEARCH IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Hackney,Anthony Carl ",
EXSS,990,22,5222,RESEARCH IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"PADUA,DARIN A ",
(In Person On Campus Learners),,,,,,,,TBA,,,,
EXSS,990,40,4809,RESEARCH IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Mihalik,Jason Peter ",
EXSS,990,41,3911,RESEARCH IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"RYAN,ERIC D ",
EXSS,990,43,3891,RESEARCH IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Ryan,ABBIE E ",
EXSS,990,44,4808,RESEARCH IN EXSS,Lecture,1 - 3,,TBA,,,,
EXSS,990,53,6062,RESEARCH IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Stoner,Lee ",
EXSS,990,60,14931,RESEARCH IN EXSS,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Blue,Malia Nikole Melvin ",
EXSS,993,10,3726,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
EXSS,993,15,3103,MASTER'S RESEARCH AND THESIS ,Lecture,3,,TBA,,,,
EXSS,993,22,2232,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"PADUA,DARIN A ",
EXSS,993,29,2233,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"OSBORNE,BARBARA J ",
EXSS,993,32,2234,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"BATTAGLINI,CLAUDIO L ",
EXSS,993,33,2235,MASTER'S RESEARCH AND THESIS ,Lecture,3,,TBA,,,,
EXSS,993,40,2236,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
EXSS,993,41,3104,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"RYAN,ERIC D ",
EXSS,993,42,3105,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"WEIGHT,ERIANNE ALLEN ",
EXSS,993,43,3106,MASTER'S RESEARCH AND THESIS ,Lecture,3,,TBA,,,,
EXSS,993,45,3727,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"PIETROSIMONE,BRIAN G ",
EXSS,993,46,4782,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"Kucera,Kristen L. ",
EXSS,993,47,3728,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"POPP,NELS ",
EXSS,993,48,4783,MASTER'S RESEARCH AND THESIS ,Lecture,3,,TBA,,,,
EXSS,993,50,4975,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"Kerr,Zachary Yukio ",
EXSS,993,52,4974,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"Jensen,Jonathan Arthur ",
EXSS,993,53,4976,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"Stoner,Lee ",
EXSS,993,54,5598,MASTER'S RESEARCH AND THESIS ,Lecture,3,,TBA,,,,
EXSS,993,55,6249,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"Kiefer,Adam C. ",
 ,,,,,,,,TBA,,,,"CPF LF- Lifetime Fitness, IDEA - Lifetime Fitness"
LFIT,102,401,10858,LIFE FITNESS: ADAPTED PA,Lab,1,TBA,TBA,MW,09:05 - 09:55,"BATTAGLINI,REBECCA L ",
LFIT,103,401,2305,LIFE FITNESS: AEROBICS,Lab,1,Woollen Gym,B017,MW,08:00 - 08:50,"Woelffer,Lauren Anne ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
LFIT,103,402,2306,LIFE FITNESS: AEROBICS,Lab,1,Woollen Gym,B017,MW,09:05 - 09:55,"Bacon,Caitlin Nicole ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
LFIT,103,403,2307,LIFE FITNESS: AEROBICS,Lab,1,Woollen Gym,B017,MW,10:10 - 11:00,"Lettley,Keanu La'shae ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
LFIT,103,405,2308,LIFE FITNESS: AEROBICS,Lab,1,Woollen Gym,B017,MW,13:25 - 14:15,"Ladan,Alexandra Nicole ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
(In Person On Campus Learners),,,,,,,,B017,,,,
LFIT,103,410,11872,LIFE FITNESS: AEROBICS,Lab,1,Woollen Gym,B017,TuTh,11:00 - 11:50,"Schmitz,Amber Nicole ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
 ,,,,,,,,B017,,,,
LFIT,103,411,11873,LIFE FITNESS: AEROBICS,Lab,1,Woollen Gym,B017,TuTh,12:30 - 13:20,"Joniak,Kelly ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
LFIT,104,401,2310,LIFE FITNESS: EX & COND,Lab,1,TBA,TBA,MW,08:00 - 08:50,"Johnson,Matthew ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
(In Person On Campus Learners),,,,,,,,TBA,,,,
LFIT,104,403,2312,LIFE FITNESS: EX & COND,Lab,1,TBA,TBA,MW,10:10 - 11:00,"Schulz,Madeline Ann ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
LFIT,104,404,2313,LIFE FITNESS: EX & COND,Lab,1,TBA,TBA,MW,11:15 - 12:05,"Richardson,Alexis Renee ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
LFIT,104,405,2314,LIFE FITNESS: EX & COND,Lab,1,TBA,TBA,MW,13:25 - 14:15,"Rheault,Madeline Leigh ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
(In Person On Campus Learners),,,,,,,,TBA,,,,
LFIT,104,407,2316,LIFE FITNESS: EX & COND,Lab,1,TBA,TBA,MW,15:35 - 16:25,"Mccoy,Natalie Marie ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
LFIT,104,408,2317,LIFE FITNESS: EX & COND,Lab,1,TBA,TBA,TuTh,09:30 - 10:20,"Schwam,Isabel Renee ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
LFIT,104,409,4285,LIFE FITNESS: EX & COND,Lab,1,TBA,TBA,TuTh,11:00 - 11:50,"Niehaus,Lillian Caryl ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
(In Person On Campus Learners),,,,,,,,TBA,,,,
LFIT,104,411,5215,LIFE FITNESS: EX & COND,Lab,1,TBA,TBA,TuTh,14:00 - 14:50,"Mccoy,Natalie Marie ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
 ,,,,,,,,TBA,,,,
LFIT,104,413,11860,LIFE FITNESS: EX & COND,Lab,1,TBA,TBA,MW,12:20 - 13:10,"Zawel,Max Anglea ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
LFIT,104,414,11876,LIFE FITNESS: EX & COND,Lab,1,TBA,TBA,TuTh,15:30 - 16:20,"Mccoy,Natalie Marie ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
(In Person On Campus Learners),,,,,,,,TBA,,,,
LFIT,105,402,10872,LIFE FITNESS: INDOOR SPT,Lab,1,Fetzer Hall,110,MW,10:10 - 11:00,"Murphy,Kristen Noel ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
LFIT,105,403,10873,LIFE FITNESS: INDOOR SPT,Lab,1,Fetzer Hall,110,MW,11:15 - 12:05,"Lettley,Keanu La'shae ","LF- Lifetime Fitness, IDEA - Lifetime Fitness"
